BookingID,CustomerID,DestinationID,HotelID,TransportID,BookingDate,TravelDate,Travellers,Nights,BookingChannel,BookingStatus,PaymentMethod,HotelAmount,TransportAmount,ActivityAmount,Discount,TotalAmount
B000971,C0065,D020,H001,T007,2025-02-14,2025-04-11,1,2,Agent,Completed,UPI,30998,21166,5635,7768.452784116771,50030.55
B000972,C0076,D015,H024,T009,2025-02-06,2025-05-01,4,7,Corporate,Confirmed,UPI,159684,94508,13904,36896.74487372715,231199.26
B000973,C0097,D001,H015,T006,2025-07-11,2025-09-17,1,7,Corporate,Completed,Wallet,113099,6254,10162,25284.351917263622,104230.65
B000974,C0012,D017,H030,T009,2025-04-21,2025-05-15,1,2,Website,Completed,NetBanking,8566,31238,5518,1834.7744592408915,43487.23
B000975,C0076,D004,H018,T003,2025-10-30,2026-01-11,5,8,Mobile App,Completed,Card,555880,90115,24640,52693.01946112126,617941.98
B000976,C0009,D015,H026,T002,2025-01-10,2025-02-24,3,7,Corporate,Completed,Wallet,79548,64173,25302,32610.53694683076,136412.46
B000977,C0034,D013,H005,T001,2025-06-14,2025-08-27,4,4,Mobile App,Completed,NetBanking,58848,11264,19192,12324.108151000893,76979.89
B000978,C0018,D006,H005,T006,2025-09-05,2025-09-22,3,5,Agent,Confirmed,NetBanking,55170,87360,13809,18519.24645842993,137819.75
B000979,C0017,D009,H028,T007,2026-06-09,2026-06-13,1,5,Corporate,Confirmed,NetBanking,76320,19692,3114,10698.590898241984,88427.41
B000980,C0018,D003,H016,T003,2025-12-12,2025-12-19,1,9,Corporate,Confirmed,UPI,29970,8960,1273,607.1487625235844,39595.85
B000981,C0005,D020,H017,T008,2026-04-25,2026-07-23,4,9,Mobile App,Completed,UPI,494388,48724,3744,97709.3655187667,449146.63
B000982,C0083,D005,H006,T008,2025-07-07,2025-07-16,1,8,Mobile App,Confirmed,NetBanking,81640,13319,5132,12521.488503222708,87569.51
B000983,C0007,D007,H007,T004,2025-09-03,2025-11-26,3,6,Website,Completed,UPI,169308,7218,35835,24279.97248300105,188081.03
B000984,C0040,D011,H025,T003,2025-08-18,2025-10-22,2,1,Mobile App,Completed,NetBanking,4632,66122,6992,8388.798738379995,69357.2
B000985,C0070,D014,H010,T008,2026-04-29,2026-05-13,2,9,Mobile App,Confirmed,UPI,257508,56800,15744,25870.413590949516,304181.59
B000986,C0100,D011,H018,T007,2026-06-07,2026-08-24,5,2,Mobile App,Completed,Card,138970,155900,21180,16097.355140922033,299952.64
B000987,C0086,D011,H010,T002,2026-06-09,2026-06-23,4,2,Mobile App,Confirmed,NetBanking,114448,53384,15924,27758.9893474247,155997.01
B000988,C0014,D012,H008,T003,2026-02-14,2026-02-28,4,1,Corporate,Confirmed,NetBanking,27672,80764,9496,12018.863300933666,105913.14
B000989,C0099,D018,H005,T005,2025-10-02,2025-11-23,2,9,Corporate,Completed,Wallet,66204,33702,13958,772.8981809159562,113091.1
B000990,C0066,D008,H028,T006,2025-10-22,2025-11-18,2,5,Agent,Confirmed,NetBanking,152640,34856,16152,16254.959337920302,187393.04
B000991,C0018,D017,H029,T002,2026-06-19,2026-07-16,4,3,Website,Confirmed,UPI,194976,84916,18108,55344.77683808082,242655.22
B000992,C0045,D016,H004,T010,2025-06-05,2025-06-24,1,1,Mobile App,Confirmed,Wallet,16273,16610,6556,2949.2055225220183,36489.79
B000993,C0092,D020,H011,T004,2025-07-08,2025-09-01,2,4,Agent,Confirmed,UPI,57888,54806,11950,10301.403007975043,114342.6
B000994,C0040,D019,H017,T004,2026-05-04,2026-05-08,4,7,Website,Completed,UPI,384524,13876,14456,51521.21868400196,361334.78
B000995,C0019,D016,H012,T001,2025-07-30,2025-08-22,4,9,Mobile App,Completed,Wallet,450648,31812,33816,82777.0922029697,433498.91
B000996,C0088,D005,H022,T009,2025-05-09,2025-06-28,1,5,Agent,Confirmed,UPI,84880,31394,6869,16463.261483502272,106679.74
B000997,C0096,D016,H008,T003,2025-11-02,2025-12-16,4,6,Corporate,Confirmed,NetBanking,166032,124232,5028,50202.87233255143,245089.13
B000998,C0098,D015,H002,T010,2025-06-27,2025-08-29,3,8,Corporate,Confirmed,Card,389520,86724,18498,11277.207234737833,483464.79
B000999,C0096,D006,H011,T005,2026-05-01,2026-05-22,2,9,Mobile App,Completed,Wallet,130248,27706,9954,31049.29728852554,136858.7
B001000,C0088,D014,H018,T009,2026-05-11,2026-07-09,4,3,Mobile App,Completed,UPI,166764,67136,38612,49265.91472905833,223246.09
